64,16,4096,128,128,os,4349,5.886
32,32,4096,128,128,os,4349,5.886
64,32,4096,128,128,os,4349,11.773
64,32,2048,128,128,os,2301,11.126
64,16,2048,128,128,os,2301,5.563
32,32,2048,128,128,os,2301,5.563
64,32,1024,128,128,os,1277,10.023
64,16,1024,128,128,os,1277,5.012
32,32,1024,128,128,os,1277,5.012
64,32,512,128,128,os,765,8.366
64,16,512,128,128,os,765,4.183
32,32,512,128,128,os,765,4.183
64,32,256,128,128,os,509,6.287
64,16,256,128,128,os,509,3.143
32,32,256,128,128,os,509,3.143
64,32,128,128,128,os,381,4.199
64,64,4096,128,128,os,4349,23.546
64,64,2048,128,128,os,2301,22.251
64,64,1024,128,128,os,1277,20.047
64,64,512,128,128,os,765,16.732
64,64,256,128,128,os,509,12.574
64,64,128,128,128,os,381,8.399
32,128,4096,128,128,os,4349,23.546
64,128,4096,128,128,os,4349,47.091
64,128,2048,128,128,os,2301,44.502
32,128,2048,128,128,os,2301,22.251
64,128,1024,128,128,os,1277,40.094
32,128,1024,128,128,os,1277,20.047
64,128,512,128,128,os,765,33.464
32,128,512,128,128,os,765,16.732
64,128,256,128,128,os,509,25.147
32,128,256,128,128,os,509,12.574
64,128,128,128,128,os,381,16.798
128,128,4096,128,128,os,4349,94.183
128,128,2048,128,128,os,2301,89.005
128,128,1024,128,128,os,1277,80.188
128,128,512,128,128,os,765,66.928
128,128,256,128,128,os,509,50.295
128,128,128,128,128,os,381,33.596
128,256,2048,128,128,os,4603,88.985
64,256,2048,128,128,os,4603,44.493
128,256,1024,128,128,os,2555,80.157
64,256,1024,128,128,os,2555,40.078
128,256,512,128,128,os,1531,66.884
64,256,512,128,128,os,1531,33.442
128,256,256,128,128,os,1019,50.245
64,256,256,128,128,os,1019,25.123
128,256,128,128,128,os,763,33.552
256,256,1024,128,128,os,5111,80.141
256,256,512,128,128,os,3063,66.863
256,256,256,128,128,os,2039,50.221
256,256,128,128,128,os,1527,33.53
128,512,1024,128,128,os,5111,80.141
256,512,512,128,128,os,6127,66.852
128,512,512,128,128,os,3063,66.863
256,512,256,128,128,os,4079,50.208
128,512,256,128,128,os,2039,50.221
256,512,128,128,128,os,3055,33.519
512,512,256,128,128,os,8159,50.202
512,512,128,128,128,os,6111,33.513
256,1024,256,128,128,os,8159,50.202
512,1024,128,128,128,os,12223,33.511
